design_name,design_id,num_ips,lut_util_pct,ff_util_pct,slice_util_pct,bram_util_pct,dsp_util_pct,io_util_pct,synth_lut_util_pct,synth_ff_util_pct,synth_bram_util_pct,synth_dsp_util_pct,wns_ns,tns_ns,failing_endpoints,total_endpoints,logic_levels,max_logic_levels,data_path_delay_ns,clk_period_ns,congestion_north_pct,congestion_south_pct,congestion_east_pct,congestion_west_pct,congestion_max_pct,has_congestion_hotspot,synth_elapsed_s,opt_elapsed_s,place_elapsed_s,route_elapsed_s,impl_elapsed_s,total_elapsed_s
design_0123,123,14,22.51,14.79,38.09,0.0,6.89,32.0,,,,,-2.748,-7151.789,7046,108067,12,15,10.255,8.333,84.6847,68.4685,89.7059,85.6618,89.7059,True,31.0,48.0,148.0,163.0,359.0,390.0
design_0124,124,6,2.49,1.82,4.58,0.0,0.0,4.4,,,,,0.507,0.0,0,12361,7,12,6.988,8.333,,,,,,,27.0,9.0,15.0,48.0,72.0,99.0
design_0125,125,20,18.89,15.21,31.03,0.0,18.78,43.4,,,,,-1.808,-207.498,2078,121052,7,17,9.491,8.333,86.4865,72.0721,85.6618,88.2353,88.2353,True,30.0,61.0,136.0,215.0,412.0,442.0
design_0126,126,14,18.88,13.66,34.56,17.26,4.86,8.2,,,,,-1.137,-488.219,1801,98630,0,17,3.137,8.333,85.5856,80.1802,91.1765,100.0,100.0,True,29.0,29.0,114.0,156.0,299.0,328.0
design_0127,127,20,16.48,11.24,26.57,9.04,5.41,34.2,,,,,0.299,0.0,0,103388,8,9,7.996,8.333,,,,,,,26.0,36.0,85.0,84.0,205.0,231.0
design_0128,128,15,19.12,12.1,29.56,5.48,4.32,24.6,,,,,-2.746,-1652.547,1263,74317,16,17,10.614,8.333,72.0721,56.7568,79.4118,73.5294,79.4118,False,28.0,38.0,112.0,116.0,266.0,294.0
design_0129,129,12,15.43,10.65,23.7,10.96,10.0,14.6,,,,,-1.902,-1266.049,2057,73352,6,15,9.366,8.333,98.1982,88.2883,98.5294,88.1434,98.5294,True,26.0,29.0,104.0,142.0,275.0,301.0
design_0130,130,12,10.44,7.1,15.17,0.0,1.89,44.0,,,,,-1.593,-74.167,278,45761,7,17,9.044,8.333,65.7658,55.8559,76.4706,70.5882,76.4706,False,26.0,24.0,61.0,85.0,170.0,196.0
design_0131,131,15,13.19,8.25,18.43,0.0,5.27,38.0,,,,,-0.109,-0.349,5,54505,6,14,8.054,8.333,68.4685,63.964,72.0588,69.1176,72.0588,False,30.0,30.0,78.0,90.0,198.0,228.0
design_0132,132,20,24.9,14.83,38.94,0.0,6.89,33.2,,,,,-22.658,-28922.865,14342,101887,82,85,30.665,8.333,72.973,54.955,82.3529,80.8824,82.3529,False,31.0,36.0,135.0,126.0,297.0,328.0
design_0133,133,18,31.89,23.0,50.45,12.88,6.22,25.8,,,,,-0.606,-7.889,234,249564,9,14,8.794,8.333,94.5946,92.7928,86.0294,95.5882,95.5882,True,28.0,59.0,226.0,273.0,558.0,586.0
design_0134,134,5,2.76,1.9,5.03,0.0,0.0,2.4,,,,,0.672,0.0,0,12988,7,9,7.278,8.333,,,,,,,28.0,15.0,17.0,45.0,77.0,105.0
design_0135,135,6,7.32,4.43,13.09,0.82,0.27,52.2,,,,,-1.504,-242.974,339,32332,12,13,9.257,8.333,73.8739,72.973,63.2353,67.6471,73.8739,False,26.0,15.0,50.0,83.0,148.0,174.0
design_0136,136,18,18.18,8.27,26.54,4.93,2.3,36.2,,,,,-175.711,-57317.789,3005,49147,590,570,183.251,8.333,58.5586,69.3694,73.5294,79.4118,79.4118,False,29.0,26.0,111.0,188.0,325.0,354.0
design_0137,137,9,9.05,7.47,16.68,0.0,8.24,13.0,,,,,0.513,0.0,0,47652,0,17,6.927,8.333,,,,,,,25.0,98.0,53.0,73.0,224.0,249.0
design_0138,138,2,0.84,0.51,1.28,0.0,0.14,2.8,,,,,0.882,0.0,0,3880,6,9,6.672,8.333,,,,,,,24.0,10.0,8.0,40.0,58.0,82.0
design_0139,139,19,24.67,13.03,38.08,51.23,4.46,41.0,,,,,-2.621,-5767.276,7438,97786,13,14,10.344,8.333,88.2883,83.7838,91.1765,85.2941,91.1765,True,35.0,51.0,147.0,169.0,367.0,402.0
design_0140,140,9,7.57,4.33,11.52,1.1,0.0,31.6,,,,,0.024,0.0,0,44843,6,10,7.483,8.333,,,,,,,24.0,16.0,44.0,70.0,130.0,154.0
design_0141,141,4,4.56,2.36,5.33,0.0,0.0,38.0,,,,,1.761,0.0,0,13440,12,18,6.437,8.333,,,,,,,22.0,9.0,16.0,42.0,67.0,89.0
design_0142,142,3,3.98,2.88,6.95,0.0,2.16,2.0,,,,,0.983,0.0,0,14683,5,8,7.238,8.333,,,,,,,22.0,85.0,19.0,48.0,152.0,174.0
design_0143,143,3,0.67,0.4,1.0,0.0,1.49,11.2,,,,,1.346,0.0,0,2053,11,11,6.794,8.333,,,,,,,25.0,8.0,6.0,41.0,55.0,80.0
design_0144,144,18,20.63,11.68,26.43,4.93,5.68,5.4,,,,,-78.811,-47441.289,14826,69706,245,22,86.993,8.333,80.1802,71.1712,77.9412,94.1176,94.1176,True,27.0,48.0,118.0,97.0,263.0,290.0
design_0145,145,5,9.42,6.33,12.92,0.0,2.97,47.4,,,,,0.271,0.0,0,29409,25,28,7.867,8.333,,,,,,,26.0,13.0,45.0,61.0,119.0,145.0
design_0146,146,4,2.06,1.59,3.26,0.27,2.7,12.4,,,,,1.993,0.0,0,8886,5,9,5.26,8.333,,,,,,,24.0,10.0,14.0,41.0,65.0,89.0
design_0147,147,12,10.18,5.92,14.19,4.93,5.14,25.6,,,,,-2.094,-221.423,575,31728,14,15,10.348,8.333,63.0631,64.8649,72.0588,66.1765,72.0588,False,28.0,22.0,57.0,74.0,153.0,181.0
design_0148,148,3,0.56,0.56,1.17,0.27,0.27,38.6,,,,,2.57,0.0,0,3334,1,6,4.885,8.333,,,,,,,24.0,11.0,7.0,39.0,57.0,81.0
design_0149,149,17,33.3,24.48,59.01,0.0,10.14,32.2,,,,,-1.87,-2670.664,5226,285151,14,15,9.153,8.333,84.6847,72.973,91.1765,98.5294,98.5294,True,28.0,52.0,232.0,205.0,489.0,517.0
design_0150,150,5,6.29,4.69,11.55,0.0,3.78,65.6,,,,,1.077,0.0,0,24313,1,14,5.894,8.333,,,,,,,26.0,103.0,33.0,60.0,196.0,222.0
design_0151,151,11,9.91,6.24,16.12,5.75,6.08,28.4,,,,,-1.162,-26.82,57,35958,4,14,8.454,8.333,66.6667,59.4595,72.0588,80.8824,80.8824,False,27.0,22.0,65.0,90.0,177.0,204.0
design_0152,152,14,10.88,7.21,19.01,0.0,3.38,35.2,,,,,-0.983,-280.96,792,53522,10,13,9.293,8.333,63.0631,52.2523,67.6471,61.7647,67.6471,False,31.0,26.0,79.0,88.0,193.0,224.0
design_0153,153,18,17.67,12.19,28.77,0.0,8.51,14.8,,,,,-2.194,-2355.648,2812,82253,14,16,9.536,8.333,77.4775,59.4595,80.8824,82.3529,82.3529,False,28.0,32.0,113.0,124.0,269.0,297.0
design_0154,154,6,1.59,0.91,2.58,0.27,0.0,25.2,,,,,0.174,0.0,0,7477,6,10,7.529,8.333,,,,,,,25.0,10.0,21.0,45.0,76.0,101.0
design_0155,155,14,9.75,6.17,16.24,0.0,0.54,31.8,,,,,-0.536,-10.595,32,45927,13,15,8.797,8.333,62.1622,68.4685,67.6471,85.2941,85.2941,True,28.0,17.0,67.0,95.0,179.0,207.0
design_0156,156,6,2.61,2.08,5.03,0.0,0.0,29.4,,,,,0.762,0.0,0,11551,4,9,6.961,8.333,,,,,,,23.0,85.0,18.0,48.0,151.0,174.0
design_0157,157,4,4.01,2.3,4.85,0.82,0.0,73.2,,,,,0.225,0.0,0,13566,7,17,7.42,8.333,,,,,,,25.0,14.0,19.0,46.0,79.0,104.0
design_0158,158,14,16.59,10.26,25.25,3.56,4.32,23.6,,,,,-0.039,-0.074,3,70983,7,26,7.767,8.333,77.4775,83.7838,73.5294,72.0588,83.7838,False,30.0,39.0,102.0,101.0,242.0,272.0
design_0159,159,4,5.39,3.94,10.22,1.1,5.41,30.6,,,,,-36.449,-7969.988,682,35701,22,24,42.983,8.333,45.9459,61.2613,57.3529,66.1765,66.1765,False,25.0,97.0,50.0,57.0,204.0,229.0
design_0160,160,4,4.97,1.85,7.96,0.0,3.24,63.8,,,,,-115.761,-9960.005,106,11531,334,334,123.534,8.333,53.1532,73.8739,57.3529,50.0,73.8739,False,27.0,95.0,52.0,69.0,216.0,243.0
design_0161,161,9,6.77,4.26,11.18,0.0,3.38,40.8,,,,,-0.246,-0.314,3,31158,0,16,1.05,8.333,48.6486,51.3514,70.5882,60.2941,70.5882,False,26.0,16.0,45.0,67.0,128.0,154.0
design_0162,162,4,12.05,11.14,19.42,15.34,14.86,74.4,,,,,-1.709,-58.069,135,80951,7,13,9.964,8.333,92.7928,92.7928,93.3823,89.7059,93.3823,True,26.0,33.0,91.0,250.0,374.0,400.0
design_0163,163,15,24.2,17.89,37.54,0.0,15.81,60.2,,,,,-2.399,-15126.899,12613,130172,13,19,10.244,8.333,66.6667,71.1712,85.2941,80.8824,85.2941,True,28.0,42.0,142.0,126.0,310.0,338.0
design_0164,164,16,18.84,10.71,29.12,11.78,13.11,59.4,,,,,-14.012,-7659.856,3404,63173,31,31,22.299,8.333,64.8649,91.8919,88.2353,86.7647,91.8919,True,26.0,35.0,111.0,153.0,299.0,325.0
design_0165,165,7,1.52,0.96,2.77,0.0,0.0,32.8,,,,,-0.118,-0.118,1,5171,0,12,0.92,8.333,34.2342,45.045,36.7647,39.7059,45.045,False,25.0,10.0,14.0,44.0,68.0,93.0
design_0166,166,15,13.63,10.0,24.07,0.0,5.95,14.6,,,,,-0.131,-0.321,6,69211,8,25,8.007,8.333,86.4865,76.5766,91.1765,77.9412,91.1765,True,28.0,29.0,104.0,133.0,266.0,294.0
design_0167,167,4,7.88,4.68,15.11,4.93,1.76,9.2,,,,,0.003,0.0,0,34541,9,15,7.94,8.333,,,,,,,27.0,19.0,71.0,148.0,238.0,265.0
design_0168,168,4,2.83,1.85,5.18,0.0,0.27,28.4,,,,,-0.7,-1.762,6,12236,8,13,8.407,8.333,63.0631,51.3514,77.9412,69.1176,77.9412,False,26.0,90.0,29.0,59.0,178.0,204.0
design_0169,169,16,38.19,21.15,57.36,0.0,9.46,23.8,,,,,-10.626,-48913.027,29025,129361,11,31,17.28,8.333,93.1306,90.0901,93.1985,90.0735,93.1985,True,30.0,44.0,205.0,363.0,612.0,642.0
design_0170,170,12,14.5,8.03,19.06,4.38,7.16,11.0,,,,,1.014,0.0,0,36213,1,9,7.391,8.333,,,,,,,28.0,24.0,53.0,66.0,143.0,171.0
design_0171,171,11,16.97,10.03,28.1,0.0,4.46,14.0,,,,,-0.938,-2204.788,4110,82469,0,15,2.95,8.333,71.1712,63.964,75.0,69.1176,75.0,False,28.0,25.0,92.0,114.0,231.0,259.0
design_0172,172,8,7.56,5.79,13.02,24.38,2.97,21.0,,,,,0.1,0.0,0,47970,6,17,7.635,8.333,,,,,,,27.0,27.0,56.0,77.0,160.0,187.0
design_0173,173,2,1.44,0.9,2.04,0.0,0.0,27.6,,,,,2.317,0.0,0,4925,12,12,5.605,8.333,,,,,,,25.0,9.0,10.0,42.0,61.0,86.0
design_0174,174,17,10.13,6.25,13.44,0.55,2.97,42.0,,,,,0.401,0.0,0,30095,0,18,7.548,8.333,,,,,,,26.0,21.0,36.0,52.0,109.0,135.0
design_0175,175,10,20.48,11.74,30.48,0.0,2.57,33.4,,,,,-2.533,-3007.318,3108,98837,17,17,10.279,8.333,70.2703,65.7658,79.4118,91.1765,91.1765,True,26.0,28.0,115.0,98.0,241.0,267.0
design_0176,176,5,7.25,4.32,11.39,0.55,0.41,31.2,,,,,0.358,0.0,0,46766,10,13,7.995,8.333,,,,,,,25.0,17.0,39.0,73.0,129.0,154.0
design_0177,177,10,11.53,7.33,18.46,0.0,5.0,25.4,,,,,-0.177,-0.236,3,42265,8,14,8.346,8.333,58.5586,56.7568,79.4118,75.0,79.4118,False,26.0,25.0,65.0,86.0,176.0,202.0
design_0178,178,4,4.31,2.64,6.34,0.0,2.57,44.6,,,,,0.349,0.0,0,17680,9,12,7.599,8.333,,,,,,,24.0,16.0,29.0,74.0,119.0,143.0
design_0179,179,7,9.83,6.38,14.54,0.0,6.62,27.2,,,,,0.511,0.0,0,34907,7,9,7.757,8.333,,,,,,,28.0,105.0,49.0,77.0,231.0,259.0
design_0180,180,5,10.06,8.91,15.66,0.0,12.3,33.2,,,,,0.701,0.0,0,59853,7,16,7.566,8.333,,,,,,,26.0,22.0,51.0,127.0,200.0,226.0
design_0181,181,10,7.29,5.29,12.89,5.21,8.65,49.0,,,,,0.262,0.0,0,38836,0,12,7.248,8.333,,,,,,,27.0,24.0,41.0,57.0,122.0,149.0
design_0182,182,11,29.09,17.96,45.41,0.0,4.32,37.6,,,,,-3.008,-18861.252,17265,118906,15,29,10.891,8.333,87.8378,92.7928,86.7647,92.0956,92.7928,True,28.0,45.0,179.0,201.0,425.0,453.0
design_0183,183,6,3.04,1.98,5.5,0.0,0.0,25.6,,,,,0.219,0.0,0,12491,0,15,7.193,8.333,,,,,,,25.0,91.0,27.0,57.0,175.0,200.0
design_0184,184,10,8.53,5.76,15.65,0.0,5.68,91.8,,,,,-1.095,-30.779,147,46890,4,15,8.555,8.333,71.1712,78.3784,94.1176,76.4706,94.1176,True,26.0,43.0,74.0,107.0,224.0,250.0
design_0185,185,8,10.65,7.27,18.8,49.32,2.57,13.0,,,,,0.165,0.0,0,80209,7,14,7.662,8.333,,,,,,,26.0,52.0,93.0,116.0,261.0,287.0
design_0186,186,9,3.93,2.64,5.98,0.55,1.35,10.8,,,,,-0.151,-0.475,6,14107,17,17,8.479,8.333,60.3604,65.7658,73.5294,66.1765,73.5294,False,25.0,17.0,29.0,94.0,140.0,165.0
design_0187,187,2,0.87,0.55,1.28,0.0,0.0,11.0,,,,,0.401,0.0,0,2053,13,13,7.887,8.333,,,,,,,24.0,9.0,6.0,44.0,59.0,83.0
design_0188,188,8,9.79,6.21,16.94,0.0,0.95,94.8,,,,,-0.294,-1.73,10,55320,9,15,8.093,8.333,76.5766,56.7568,61.7647,57.3529,76.5766,False,26.0,105.0,70.0,94.0,269.0,295.0
design_0189,189,20,66.95,24.96,85.25,13.42,4.86,12.6,,,,,-90.382,-343863.688,63726,166530,324,320,98.448,8.333,88.2883,93.6937,86.3971,85.2941,93.6937,True,37.0,90.0,294.0,393.0,777.0,814.0
design_0190,190,17,14.32,11.71,26.49,0.0,9.05,23.6,,,,,-0.172,-1.129,17,89984,0,15,0.976,8.333,72.0721,65.7658,79.4118,69.1176,79.4118,False,25.0,31.0,94.0,100.0,225.0,250.0
design_0191,191,4,14.08,11.56,20.5,0.0,18.92,5.2,,,,,0.968,0.0,0,77634,1,8,6.619,8.333,,,,,,,25.0,34.0,70.0,309.0,413.0,438.0
design_0192,192,2,2.13,1.25,3.62,4.66,0.0,8.8,,,,,0.474,0.0,0,10492,5,10,7.487,8.333,,,,,,,25.0,13.0,19.0,55.0,87.0,112.0
design_0193,193,9,4.73,3.01,7.49,3.56,2.16,10.8,,,,,0.781,0.0,0,17516,6,10,6.613,8.333,,,,,,,26.0,18.0,26.0,51.0,95.0,121.0
design_0194,194,2,1.33,0.78,2.26,1.64,0.0,3.0,,,,,0.775,0.0,0,5224,5,8,6.644,8.333,,,,,,,24.0,14.0,10.0,45.0,69.0,93.0
design_0195,195,20,42.94,20.92,69.97,10.41,6.22,52.8,,,,,-29.386,-159005.438,41012,153556,111,17,37.376,8.333,77.4775,86.4865,89.7059,97.0588,97.0588,True,33.0,60.0,225.0,430.0,715.0,748.0
design_0196,196,10,23.2,15.76,38.74,1.92,7.84,40.6,,,,,-0.125,-0.33,4,179935,6,15,7.636,8.333,84.6847,74.7748,79.4118,83.8235,84.6847,False,25.0,37.0,152.0,166.0,355.0,380.0
design_0197,197,8,5.92,3.63,10.57,1.1,0.95,16.8,,,,,0.057,0.0,0,26198,10,29,8.196,8.333,,,,,,,26.0,15.0,49.0,87.0,151.0,177.0
design_0198,198,17,19.49,9.17,28.12,3.01,1.76,11.0,,,,,-1.976,-479.657,1118,63035,10,17,10.292,8.333,86.1487,99.0991,94.4853,86.1673,99.0991,True,26.0,22.0,104.0,228.0,354.0,380.0
design_0199,199,10,11.83,8.28,19.87,0.0,7.16,53.2,,,,,-8.5,-2933.592,1976,51223,24,26,16.264,8.333,57.6577,68.4685,82.3529,80.8824,82.3529,False,25.0,26.0,75.0,70.0,171.0,196.0
design_0200,200,13,7.94,6.13,14.77,0.0,3.92,69.2,,,,,0.115,0.0,0,38848,0,17,7.343,8.333,,,,,,,28.0,94.0,48.0,74.0,216.0,244.0
design_0201,201,10,16.25,11.59,27.1,0.0,11.08,5.6,,,,,-0.515,-19.909,83,81134,10,14,8.856,8.333,86.4865,81.982,88.2353,80.8824,88.2353,True,25.0,25.0,119.0,228.0,372.0,397.0
design_0202,202,19,10.45,7.34,15.37,0.0,4.59,59.0,,,,,0.761,0.0,0,49707,0,18,7.007,8.333,,,,,,,24.0,31.0,43.0,70.0,144.0,168.0
design_0203,203,8,6.45,3.52,9.24,0.0,0.0,45.6,,,,,-0.941,-30.333,98,19429,10,13,8.846,8.333,54.0541,56.7568,52.9412,61.7647,61.7647,False,27.0,13.0,37.0,65.0,115.0,142.0
design_0204,204,12,7.13,3.82,10.26,0.0,2.3,59.0,,,,,-99.741,-7693.717,212,18895,200,69,107.575,8.333,61.2613,64.8649,55.8824,70.5882,70.5882,False,25.0,21.0,56.0,100.0,177.0,202.0
design_0205,205,4,1.69,1.37,3.38,0.0,0.0,4.4,,,,,1.742,0.0,0,7574,4,6,5.97,8.333,,,,,,,27.0,88.0,13.0,47.0,148.0,175.0
design_0206,206,11,4.7,3.21,7.44,1.37,5.41,51.8,,,,,-0.175,-0.175,1,18973,0,9,0.978,8.333,51.3514,64.8649,86.7647,69.1176,86.7647,True,24.0,12.0,26.0,50.0,88.0,112.0
design_0207,207,11,30.8,20.38,52.14,16.16,4.32,29.8,,,,,-0.793,-116.407,455,213510,10,14,8.743,8.333,81.982,78.3784,85.0184,83.8235,85.0184,True,27.0,43.0,186.0,169.0,398.0,425.0
design_0208,208,14,11.55,7.32,18.6,0.0,4.59,29.8,,,,,-0.089,-1.231,38,55181,10,19,7.951,8.333,70.2703,58.5586,69.1176,70.5882,70.5882,False,27.0,25.0,81.0,84.0,190.0,217.0
design_0209,209,3,6.13,4.0,10.96,3.29,2.84,16.6,,,,,-0.108,-0.128,2,26731,9,13,8.364,8.333,72.0721,86.4865,98.5294,92.6471,98.5294,True,29.0,16.0,48.0,90.0,154.0,183.0
design_0210,210,7,5.87,4.35,9.13,0.0,3.24,39.8,,,,,0.876,0.0,0,30319,0,11,6.287,8.333,,,,,,,25.0,24.0,27.0,64.0,115.0,140.0
design_0211,211,18,42.22,22.4,64.65,0.0,13.11,12.2,,,,,-68.571,-185492.266,34933,144341,246,15,76.657,8.333,73.8739,72.973,83.8235,77.9412,83.8235,False,29.0,56.0,209.0,235.0,500.0,529.0
design_0212,212,15,20.06,14.46,36.51,0.0,11.35,28.4,,,,,-0.862,-104.186,325,98890,11,14,8.732,8.333,62.1622,61.2613,76.4706,76.4706,76.4706,False,28.0,40.0,120.0,115.0,275.0,303.0
design_0213,213,5,9.11,5.93,12.03,0.0,2.03,49.6,,,,,0.241,0.0,0,35708,0,27,7.616,8.333,,,,,,,24.0,18.0,51.0,69.0,138.0,162.0
design_0214,214,5,3.53,1.62,4.93,0.55,0.95,15.4,,,,,-0.45,-6.63,52,12792,11,13,8.378,8.333,81.982,67.5676,91.1765,88.2353,91.1765,True,23.0,11.0,52.0,61.0,124.0,147.0
design_0215,215,19,28.19,19.62,44.24,22.47,10.14,52.2,,,,,-0.178,-32.417,657,154503,0,26,7.943,8.333,81.0811,72.973,79.4118,80.8824,81.0811,False,26.0,52.0,174.0,164.0,390.0,416.0
design_0216,216,12,5.24,2.99,8.29,1.37,0.0,23.4,,,,,0.825,0.0,0,19981,7,9,7.461,8.333,,,,,,,26.0,21.0,26.0,53.0,100.0,126.0
design_0217,217,6,2.06,1.46,3.22,0.55,4.05,9.6,,,,,0.609,0.0,0,12567,7,17,7.674,8.333,,,,,,,24.0,11.0,14.0,43.0,68.0,92.0
design_0218,218,14,33.92,25.09,50.68,10.41,5.41,41.6,,,,,-0.281,-5.719,114,261603,14,18,8.536,8.333,90.0901,95.4955,85.2941,98.5294,98.5294,True,29.0,49.0,247.0,337.0,633.0,662.0
design_0219,219,5,4.45,2.21,6.74,0.55,0.27,17.2,,,,,0.381,0.0,0,25047,9,14,7.038,8.333,,,,,,,23.0,11.0,32.0,57.0,100.0,123.0
design_0220,220,18,30.86,21.16,50.26,0.0,8.38,19.4,,,,,-1.473,-1335.839,2604,231403,0,15,3.405,8.333,71.1712,62.1622,82.3529,77.9412,82.3529,False,27.0,57.0,211.0,164.0,432.0,459.0
design_0221,221,5,5.44,3.24,7.17,0.0,0.0,4.4,,,,,0.276,0.0,0,20504,0,21,7.462,8.333,,,,,,,24.0,13.0,38.0,59.0,110.0,134.0
design_0222,222,5,1.34,0.65,2.1,0.0,0.0,6.4,,,,,-28.89,-451.378,21,3697,64,64,36.871,8.333,28.8288,42.3423,35.2941,41.1765,42.3423,False,24.0,13.0,17.0,53.0,83.0,107.0
design_0223,223,2,0.72,0.36,1.08,0.0,0.0,0.6,,,,,2.081,0.0,0,1949,4,9,5.364,8.333,,,,,,,28.0,9.0,6.0,46.0,61.0,89.0
design_0224,224,4,2.09,1.55,4.16,0.0,0.0,9.2,,,,,1.019,0.0,0,9799,3,12,6.704,8.333,,,,,,,25.0,83.0,16.0,47.0,146.0,171.0
design_0225,225,3,0.66,0.26,1.03,0.0,0.0,36.4,,,,,-20.366,-772.286,127,1096,47,48,28.283,8.333,42.3423,45.045,41.1765,50.0,50.0,False,27.0,9.0,14.0,47.0,70.0,97.0
design_0226,226,8,4.44,2.83,7.33,2.47,2.43,13.0,,,,,0.979,0.0,0,16032,7,9,7.309,8.333,,,,,,,28.0,15.0,25.0,52.0,92.0,120.0
design_0227,227,8,3.5,1.97,5.8,0.0,0.0,15.6,,,,,0.36,0.0,0,14352,1,9,7.754,8.333,,,,,,,24.0,14.0,20.0,56.0,90.0,114.0
design_0228,228,5,0.93,0.52,1.5,0.82,0.14,42.6,,,,,1.074,0.0,0,3144,3,12,6.567,8.333,,,,,,,24.0,9.0,8.0,42.0,59.0,83.0
design_0229,229,3,0.69,0.4,1.09,0.0,0.27,8.8,,,,,2.065,0.0,0,1995,6,7,5.795,8.333,,,,,,,24.0,7.0,7.0,39.0,53.0,77.0
design_0230,230,9,17.33,9.79,25.25,3.56,3.38,50.8,,,,,0.209,0.0,0,62485,13,17,8.084,8.333,,,,,,,27.0,110.0,87.0,103.0,300.0,327.0
design_0231,231,4,1.03,0.63,1.67,0.82,0.0,40.0,,,,,-0.421,-2.581,9,3396,0,7,1.36,8.333,62.1622,41.4414,47.0588,47.0588,62.1622,False,24.0,9.0,10.0,40.0,59.0,83.0
design_0232,232,6,1.51,1.04,2.65,0.0,0.0,16.6,,,,,1.806,0.0,0,4302,16,17,6.564,8.333,,,,,,,24.0,9.0,10.0,39.0,58.0,82.0
design_0233,233,6,3.67,2.57,5.62,2.74,2.3,11.2,,,,,1.103,0.0,0,14083,7,7,6.829,8.333,,,,,,,24.0,15.0,18.0,46.0,79.0,103.0
design_0234,234,14,11.77,6.66,16.78,17.53,5.27,15.6,,,,,-82.835,-17848.945,3720,46728,252,15,90.446,8.333,53.1532,60.3604,67.6471,66.1765,67.6471,False,24.0,32.0,71.0,91.0,194.0,218.0
design_0235,235,3,4.55,3.16,6.1,0.82,0.0,11.6,,,,,0.625,0.0,0,21690,21,22,7.601,8.333,,,,,,,25.0,89.0,24.0,48.0,161.0,186.0
design_0236,236,18,37.47,22.0,59.48,18.9,12.16,35.8,,,,,-6.143,-42189.195,27740,141651,18,18,13.904,8.333,89.527,88.964,88.2353,86.8566,89.527,True,34.0,57.0,225.0,441.0,723.0,757.0
design_0237,237,2,4.29,2.59,7.71,0.82,0.41,0.4,,,,,0.095,0.0,0,20751,9,13,7.873,8.333,,,,,,,23.0,12.0,33.0,83.0,128.0,151.0
design_0238,238,18,28.29,17.86,42.61,0.0,11.08,64.8,,,,,-1.213,-828.279,2399,146011,4,19,9.022,8.333,61.2613,69.3694,83.8235,82.3529,83.8235,False,28.0,47.0,177.0,189.0,413.0,441.0
design_0239,239,19,53.06,31.99,73.73,60.82,4.86,20.8,,,,,-90.396,-256993.047,79834,369036,206,21,98.161,8.333,88.0631,93.2432,86.3971,89.7059,93.2432,True,30.0,98.0,340.0,312.0,750.0,780.0
design_0240,240,5,4.07,3.02,7.23,0.0,2.16,14.0,,,,,1.825,0.0,0,15396,1,7,5.976,8.333,,,,,,,24.0,88.0,20.0,46.0,154.0,178.0
design_0241,241,3,6.46,6.18,12.78,0.0,5.54,7.6,,,,,1.13,0.0,0,47563,4,7,7.202,8.333,,,,,,,25.0,116.0,40.0,86.0,242.0,267.0
design_0242,242,15,18.87,10.16,27.92,0.0,1.76,70.2,,,,,-1.432,-147.509,694,96085,5,15,9.087,8.333,68.4685,63.964,76.4706,73.5294,76.4706,False,28.0,25.0,121.0,126.0,272.0,300.0
design_0243,243,8,1.6,1.23,2.77,0.27,1.08,4.4,,,,,-0.414,-0.541,2,7082,0,15,1.345,8.333,44.1441,34.2342,39.7059,41.1765,44.1441,False,26.0,10.0,10.0,42.0,62.0,88.0
design_0244,244,14,2.35,1.51,4.04,0.55,0.95,11.6,,,,,-0.246,-0.246,1,7966,0,8,1.05,8.333,38.7387,39.6396,35.2941,41.1765,41.1765,False,25.0,15.0,20.0,45.0,80.0,105.0
design_0245,245,16,26.68,14.53,42.26,14.52,5.0,24.6,,,,,-2.84,-3817.837,4100,99579,13,15,10.604,8.333,70.2703,67.5676,83.8235,76.4706,83.8235,False,29.0,38.0,152.0,144.0,334.0,363.0
design_0246,246,3,2.66,3.07,8.07,63.29,2.3,5.0,,,,,0.902,0.0,0,26929,0,7,6.474,8.333,,,,,,,26.0,102.0,24.0,96.0,222.0,248.0
design_0247,247,14,29.82,23.37,45.67,0.0,31.35,83.8,,,,,-0.218,-0.356,6,169557,9,14,7.91,8.333,90.991,74.7748,98.5294,88.2353,98.5294,True,27.0,75.0,203.0,249.0,527.0,554.0
design_0248,248,14,16.47,11.07,26.22,0.0,3.38,30.8,,,,,-0.172,-0.172,1,90220,0,21,0.976,8.333,56.7568,65.7658,58.8235,66.1765,66.1765,False,26.0,28.0,91.0,82.0,201.0,227.0
design_0249,249,15,15.3,7.18,21.32,0.0,1.76,3.6,,,,,-2.642,-6215.114,6447,46660,10,14,10.207,8.333,85.4167,88.2883,86.9485,92.762,92.762,True,30.0,29.0,112.0,380.0,521.0,551.0
design_0250,250,16,13.62,7.82,22.3,5.75,4.46,72.6,,,,,-1.915,-414.656,461,51339,13,30,9.642,8.333,57.6577,50.4505,67.6471,72.0588,72.0588,False,29.0,27.0,82.0,114.0,223.0,252.0
design_0251,251,10,14.28,7.72,20.1,0.0,0.81,28.8,,,,,-0.588,-27.923,145,74454,9,13,7.961,8.333,72.973,69.3694,77.9412,77.9412,77.9412,False,25.0,24.0,100.0,111.0,235.0,260.0
design_0252,252,10,7.16,6.89,12.57,0.0,7.3,62.6,,,,,0.666,0.0,0,49346,6,9,6.799,8.333,,,,,,,25.0,24.0,44.0,60.0,128.0,153.0
